SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OWN_CAR_AGE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
100568,0,Cash loans,F,N,N,0,219294.55477389158,680392.1354165064,50823.47654130472,617854.9004727311,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16582,-2393,,1,2,0.8728788670950846,0.47431883437625355,
100569,0,Revolving loans,F,N,N,0,162083.65094811632,386648.53910451505,30498.218363268632,376884.6972775244,Working,Secondary / secondary special,Married,House / apartment,-23644,-14510,,2,2,,0.27139337538301306,0.6605221261886269
100570,0,Cash loans,F,Y,N,0,100786.27046915198,209094.96713922656,12294.455827105228,202564.79191863432,Working,Secondary / secondary special,Married,House / apartment,-17990,-6729,8.0,2,2,0.5307501006403168,0.4498008376358176,0.4389561129957673
100571,0,Cash loans,M,Y,Y,1,103127.44473242848,384014.471213335,22773.66072747054,353767.2710022672,Pensioner,Secondary / secondary special,Married,House / apartment,-18778,365243,0.0,3,3,,0.7495417970527826,0.25259384579516353
100572,1,Cash loans,M,Y,Y,0,132269.0670104739,406791.2575641353,26300.935586741212,373073.79315754765,Working,Secondary / secondary special,Married,House / apartment,-8305,-1714,4.0,2,3,,0.3594127195053185,0.20889518961456888
100573,0,Cash loans,F,N,N,0,112854.90866036726,511426.88228592376,40405.00493008988,509006.38914309186,Pensioner,Secondary / secondary special,Married,House / apartment,-17170,365243,,2,1,,0.6126541229318085,0.3875142062992588
100574,0,Cash loans,F,N,N,1,274000.83371728123,1332671.9691990484,83083.01027799911,1214433.879185592,Working,Secondary / secondary special,Married,House / apartment,-10044,-1538,,3,2,0.6691513870434155,0.7199301508903455,0.3793719315414178
100575,0,Cash loans,F,N,Y,0,199607.35851096717,801419.3493573663,34424.341955252276,784796.3898223721,Working,Secondary / secondary special,Married,House / apartment,-20145,-7480,,2,2,0.4464674433300901,0.7429064986969135,0.7487651360424454
100576,0,Revolving loans,F,N,Y,0,199397.57298608674,892472.6836637281,55874.83038920566,858529.1947825296,Working,Secondary / secondary special,Separated,House / apartment,-19152,-1330,,1,2,0.5810409612594779,0.6533161301451165,
100577,0,Cash loans,F,Y,Y,0,149785.35764151928,635536.951426839,36074.29194082178,550399.6105986458,Pensioner,Secondary / secondary special,Separated,House / apartment,-10393,365243,2.0,1,2,0.7326241658021924,0.5931835665705624,0.627652160038333
100578,1,Revolving loans,F,N,Y,2,88145.76065060182,177905.66449226855,12530.673807094123,155462.35459013918,Working,Secondary / secondary special,Married,With parents,-13511,-2291,,4,1,0.6005364064930614,0.37104601174168095,
100579,0,Cash loans,F,Y,Y,0,188726.42843232545,1012858.4484119321,52803.89891692313,866624.6607132902,Working,Secondary / secondary special,Married,Municipal apartment,-18462,-10842,0.0,2,2,,0.921263455352849,0.5206929451100012
100580,0,Cash loans,F,Y,N,0,46672.420761431255,104464.55080410375,8041.534741460793,89345.92718827167,Commercial associate,Higher education,Married,House / apartment,-13589,-4918,7.0,2,2,0.6357941690574848,0.5107243329163775,0.6949442881565394
100581,0,Cash loans,M,N,Y,0,145368.5615275955,529339.5112070481,38114.053130006876,497932.6076639802,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11305,-341,,1,2,0.5008497204104086,0.15197318012252053,0.5290530699241295
100582,1,Revolving loans,M,Y,Y,0,88782.11789309315,216990.0669916728,11514.074263554927,186947.92005580306,Working,Secondary / secondary special,Married,Office apartment,-10867,-3071,4.0,2,2,0.43581111839493397,0.3023867198375336,0.32642574968709
100583,0,Cash loans,M,N,N,0,85429.05716863183,397181.5380184725,21479.424144092263,345718.3281339289,Working,Secondary / secondary special,Married,House / apartment,-15917,-4312,,2,2,0.5221074324446379,0.7944467850320085,0.3802047855542092
100584,0,Cash loans,M,N,Y,0,105697.11974142013,349048.99511061196,21191.699406474887,309484.74248759344,Working,Secondary / secondary special,Single / not married,With parents,-13899,-6066,,1,2,0.7862092894573636,0.6199887700298788,
100585,1,Cash loans,F,Y,N,0,127775.68852119795,291917.4490863868,12839.617260899777,272358.4623960266,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13320,-3879,9.0,1,2,0.6626978714578851,0.7200507803936845,0.07216900248096422
100586,0,Cash loans,F,N,Y,1,131701.3566753196,287294.8240065548,19422.489400151208,254066.80243090456,Working,Higher education,Married,House / apartment,-24397,-17700,,3,2,,0.5513413969625758,0.18579828092449407
100587,0,Cash loans,F,Y,N,1,197821.24055224488,583289.1825225683,37543.90599908452,530435.2439057906,Pensioner,Secondary / secondary special,Widow,House / apartment,-16536,365243,1.0,2,1,0.42955760965949225,0.6131536859761353,0.20402603253838245
100588,1,Cash loans,M,Y,Y,0,122156.41710889804,570355.5217926571,30085.245270359796,515031.4750725233,Commercial associate,Higher education,Married,House / apartment,-16669,-3239,10.0,2,2,,0.4114959259878914,0.22014823786109933
100589,0,Cash loans,M,N,N,1,126643.74071948061,617120.5102152341,40434.8728540313,561237.3652552275,Working,Secondary / secondary special,Married,House / apartment,-21654,-10966,,3,2,0.6442718616256795,0.2477671975746792,0.38554211933001603
100590,0,Cash loans,M,N,Y,0,66316.47267045766,166701.1540572753,7323.140193309002,164926.4692795226,Working,Secondary / secondary special,Civil marriage,House / apartment,-16449,-3277,,2,2,0.6388806077435227,0.7892682759913859,
100591,0,Cash loans,M,N,Y,0,70778.17287344293,180940.77898742308,14128.227667604908,180118.36418382396,Working,Secondary / secondary special,Married,House / apartment,-8322,-879,,2,2,,0.6712576350411765,0.3748239622789872
100592,0,Cash loans,F,N,Y,0,153819.40860095003,672638.0860969678,28707.432123124167,579054.5901185266,Working,Secondary / secondary special,Married,House / apartment,-21031,-12481,,2,2,,0.6489077669960152,0.028475643649416613
100593,1,Cash loans,F,N,Y,0,182651.30750034557,1064686.4139185064,56591.881954314995,922633.4768185571,Pensioner,Secondary / secondary special,Married,House / apartment,-20179,365243,,2,2,0.4128722496082796,0.4186889728984251,0.3049659849743126
100594,0,Cash loans,F,N,Y,0,116980.67888423215,492681.0037158122,38833.77338839496,422819.9326924865,Commercial associate,Secondary / secondary special,Married,House / apartment,-14547,-4259,,2,2,0.6421470952562645,0.37631561973090694,0.6191163114378323
100595,0,Cash loans,F,Y,N,0,212453.61965445057,1029756.0041142614,57598.56924586464,935169.038147454,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8743,-1375,9.0,1,3,0.7406775402318929,0.41664395879171107,0.6040790066761813
100596,0,Cash loans,F,N,Y,1,65910.56587263562,283525.0984433199,21384.612575725525,277193.48752420757,Commercial associate,Secondary / secondary special,Married,House / apartment,-10213,-2836,,3,2,0.40713363078813436,0.4876405594337124,0.3256824614371815
100597,0,Cash loans,M,N,Y,0,162635.919917162,393472.0946425486,18113.87109160432,381657.9136688869,Working,Secondary / secondary special,Married,With parents,-23444,-12734,,2,2,,0.7969545051437245,0.3381459235596999
100598,0,Cash loans,F,N,Y,0,87038.96727352438,503594.93475482333,21488.134371125067,454856.1854668816,Working,Secondary / secondary special,Widow,House / apartment,-18517,-9852,,1,2,0.6645641379590328,0.6788441301198713,0.6557748286849195
100599,0,Cash loans,F,N,N,2,83669.09188822287,191429.8405410465,8485.489657918166,184271.530277453,Commercial associate,Secondary / secondary special,Married,House / apartment,-21427,-8643,,4,2,,0.47930661172221034,
100600,0,Cash loans,F,Y,Y,0,90902.43231583665,458101.04155071004,36135.972252756466,456656.8444633806,Commercial associate,Higher education,Married,House / apartment,-10876,-2367,6.0,2,1,,0.8936432709832254,0.20130441377685884
100601,0,Cash loans,F,N,N,0,127978.4559135965,757300.8556994109,32981.266905870725,665737.4089646393,Working,Secondary / secondary special,Married,House / apartment,-16455,-8777,,2,1,,0.4393486024984866,0.20301209172899065
100602,0,Cash loans,F,N,Y,0,165951.10317517264,543653.9598659712,35918.92952520467,540708.7687402286,Working,Secondary / secondary special,Married,House / apartment,-16849,-9497,,2,2,0.7286854846903259,0.4556558287036643,
100603,0,Cash loans,F,N,Y,1,159769.84733761023,429225.0465339603,24733.656259271662,414467.56041833886,Commercial associate,Secondary / secondary special,Married,House / apartment,-13862,-974,,3,2,0.400621982804655,0.5962989793570693,0.3513924729971381
100604,0,Cash loans,F,N,Y,0,115238.46948845239,491457.2035694101,36580.09008472501,426191.51090065954,Working,Higher education,Separated,House / apartment,-15645,-4100,,1,2,,0.6019594709548838,0.40760891139908445
100605,0,Cash loans,M,N,N,0,182797.3920492726,946939.1618363267,49025.41275976116,917754.0021103573,Pensioner,Higher education,Married,House / apartment,-17287,365243,,2,2,,0.67854211463471,0.4463671794276927
100606,1,Cash loans,F,N,Y,0,309703.5091419167,1795630.0370803182,73901.83228915163,1553826.5507291625,Working,Secondary / secondary special,Single / not married,House / apartment,-8750,-155,,1,2,,0.34963431857253635,0.18934728175275078
100607,0,Cash loans,F,N,N,0,125529.29031340941,599364.3279660336,41921.94186164339,512132.52046281716,Pensioner,Secondary / secondary special,Married,Rented apartment,-17982,365243,,2,2,0.31613755004381616,0.8653315934370989,0.48265715702072215
100608,0,Cash loans,M,N,Y,2,139720.3057020712,467153.7887568259,29687.78010392116,450658.74234895734,Working,Lower secondary,Civil marriage,House / apartment,-8568,-300,,4,2,,0.5716631453325772,0.31247082282793737
100609,0,Cash loans,M,N,Y,0,98138.49858718533,390334.55602584884,22397.444883742763,384185.4882002986,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-22703,-4500,,2,3,,0.6452021477535015,0.5832882866381206
100610,1,Cash loans,M,N,N,1,109537.3350642797,552594.2046370625,29243.638921335394,502893.216854951,Working,Secondary / secondary special,Married,House / apartment,-15114,-2709,,3,2,0.305417883738446,0.6831245281158461,
100611,0,Cash loans,F,N,Y,0,248742.5320534449,1281454.288707377,97361.65903203166,1093861.9464063651,Working,Secondary / secondary special,Civil marriage,With parents,-16024,-5663,,2,2,,0.5525676647450511,0.59639616900786
100612,0,Cash loans,F,Y,Y,0,250028.22968551063,574502.1137011898,25779.05019728493,539821.6817556415,State servant,Higher education,Married,House / apartment,-12524,-3178,10.0,2,1,,0.36270572916587096,0.2574130710793552
100613,0,Cash loans,F,N,N,3,120507.37826636042,536855.386327538,24509.696003627196,475114.1253546977,Working,Secondary / secondary special,Married,House / apartment,-24371,-977,,5,3,0.5133901351502476,0.5029731062430063,0.27884359727289887
100614,0,Cash loans,F,N,Y,0,170267.47008399596,999381.5457976417,40568.05316512533,930989.2310211282,Working,Higher education,Civil marriage,House / apartment,-13220,-83,,2,2,0.6228041625258525,0.37801518167063086,0.5010163153312545
100615,0,Cash loans,M,N,Y,1,211129.85372864042,1085424.2370032675,46567.46119439743,974373.18451179,Commercial associate,Higher education,Married,House / apartment,-14646,-6574,,3,3,,0.5491475116393302,
100616,0,Revolving loans,F,N,Y,0,106589.62724916381,216301.38655468845,16069.307319493966,204049.73830164052,State servant,Secondary / secondary special,Married,House / apartment,-16512,-1084,,2,2,0.5261576929778733,0.5710391100971584,0.4622826497107103
100617,0,Cash loans,F,Y,N,1,69358.63105160545,201123.81958060878,14429.827735119725,178808.38090385406,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-19760,-2196,8.0,3,2,,0.6678498299813803,0.4066996885748296
100618,0,Cash loans,F,Y,N,1,188085.97947141278,710971.605170831,31351.620167317567,620155.3006866269,Working,Secondary / secondary special,Married,House / apartment,-13232,-6202,16.0,3,3,0.32161249825786997,0.5355744748668326,
100619,0,Cash loans,F,Y,Y,2,208604.16922892892,1006531.3610847237,71657.5980583635,969150.6127511753,Working,Secondary / secondary special,Civil marriage,House / apartment,-24280,-15022,2.0,4,3,,0.7357089098945518,0.4686499462741028
100620,0,Cash loans,F,N,Y,2,193811.1286318549,818074.2254742319,53700.008473427515,761484.5721779267,Pensioner,Higher education,Separated,House / apartment,-15071,365243,,3,3,0.18805112792567383,0.5695822817887964,0.2110319999345769
100621,0,Cash loans,M,Y,Y,0,110517.10539841407,255218.4150189204,14164.469872267673,229086.97978147608,Pensioner,Higher education,Married,House / apartment,-12073,365243,1.0,2,3,0.32281101359889086,0.7385371249331687,
100622,0,Cash loans,M,N,N,0,285373.87330531183,1413478.0067645072,61299.97531278387,1334584.0089063544,Working,Secondary / secondary special,Married,House / apartment,-13243,-6304,,2,2,,0.6023043709765473,0.36402903911999684
100623,0,Cash loans,M,N,Y,2,153603.8829850448,822526.4789677063,52719.06866082039,734583.2848002915,Commercial associate,Secondary / secondary special,Separated,Rented apartment,-21433,-12828,,3,3,,0.8175541063462981,0.333660316255825
100624,0,Cash loans,F,N,N,0,75072.17145438507,211931.09000682147,15595.37972574155,191754.46546723408,Working,Secondary / secondary special,Single / not married,House / apartment,-16184,-8351,,1,3,0.39357869101331516,0.7096758971583147,0.3487470690657923
100625,0,Cash loans,F,Y,Y,0,59991.38636318277,136162.121622213,7737.872763752265,123413.91144643856,Working,Secondary / secondary special,Married,House / apartment,-15164,-2046,2.0,2,3,0.3757674923273732,0.4022415640777425,
100626,0,Cash loans,F,Y,Y,0,114852.37557109691,593078.1519088147,33790.92706571043,524263.5421265971,State servant,Secondary / secondary special,Married,With parents,-8140,-1238,0.0,2,3,0.2840141028846421,0.6112729819347021,0.5126544501945873
100627,0,Cash loans,F,N,Y,0,149104.95978939053,680184.8312536641,49699.28573094032,623137.8577692171,Commercial associate,Secondary / secondary special,Married,House / apartment,-22425,-6242,,2,2,0.6407126158931917,0.38535241452636754,0.567042886497363
100628,0,Cash loans,M,Y,Y,0,115384.68459881774,601617.6036054981,29132.569370199508,584945.632542895,Working,Higher education,Civil marriage,House / apartment,-18805,-11046,7.0,2,2,,0.6383761333941643,0.46110009401082264
100629,1,Cash loans,F,N,N,1,361053.41827163834,1540393.6246743344,72242.52615604043,1533685.291651795,Working,Higher education,Married,House / apartment,-23827,-8335,,3,2,,0.32557225534972145,0.3295143899211998
100630,0,Cash loans,M,Y,N,0,163079.28345890527,605701.1772206848,41080.5954762364,534781.6442040773,Commercial associate,Secondary / secondary special,Married,House / apartment,-9054,-1990,10.0,2,2,,0.7792867173338921,0.25329978630881966
100631,0,Cash loans,F,N,Y,0,81914.03575160066,479386.40032919555,31763.47081170269,474988.10430758196,Pensioner,Secondary / secondary special,Married,House / apartment,-21033,365243,,2,2,,0.6203134721237741,0.4547992800191759
100632,0,Cash loans,F,N,Y,0,42822.935786609,219246.53764628104,16769.083422589698,195498.5720647216,Working,Higher education,Single / not married,House / apartment,-19884,-12938,,1,1,0.3962411462702962,0.5037511099450451,0.610926525963596
100633,0,Cash loans,F,N,N,2,149867.52626033177,546666.5279277988,29175.664354743756,503198.9812381074,Working,Higher education,Married,House / apartment,-16775,-9503,,4,2,0.3153398574016906,0.720591248188211,0.7276904082846122
100634,0,Cash loans,F,Y,N,0,218485.96211641363,1230091.7731896294,59142.86040502923,1064148.704165697,Working,Secondary / secondary special,Married,House / apartment,-10770,-1073,1.0,2,2,,0.6086368946625592,
100635,0,Cash loans,M,Y,Y,2,338366.05937027175,2000000.0,114306.3693066317,1882413.5219144397,Commercial associate,Higher education,Civil marriage,Rented apartment,-8575,-1126,9.0,4,2,0.35571939861779067,0.6114331081244736,0.5993848111606258
100636,0,Cash loans,F,N,Y,0,120426.40842188723,389332.0822591746,21550.158399092557,360765.43063510885,Working,Higher education,Separated,House / apartment,-14345,-2575,,1,2,0.44241647447211124,0.676363640675599,0.5140037394216248
100637,0,Cash loans,M,Y,N,1,315211.6359530182,1755699.5466208383,136108.49330327898,1671141.330856603,Working,Secondary / secondary special,Widow,House / apartment,-21132,-7129,0.0,2,2,0.44018785713255004,0.6215408064501191,0.6357975034255073
100638,0,Cash loans,M,N,Y,1,67544.11239611308,147353.55314335093,11302.644485568278,138521.87707642146,Commercial associate,Secondary / secondary special,Married,House / apartment,-13888,-542,,3,3,0.550308445910955,0.29055622085450905,
100639,0,Cash loans,F,N,N,2,112200.86449717461,320602.3025668945,18314.722331708632,319708.65120680444,Working,Secondary / secondary special,Separated,House / apartment,-21596,-6494,,3,2,0.4498872945347206,0.5283066796717554,0.5038115664309153
100640,0,Cash loans,M,N,N,1,80241.91376974063,212131.46236619324,11985.386511519615,204817.5172292461,Working,Secondary / secondary special,Married,House / apartment,-23556,-9830,,3,2,,0.36714855988743794,0.6884289256545787
100641,0,Cash loans,F,Y,N,0,198005.57272876578,678441.2098189491,39213.70621150112,674928.9011211602,Working,Secondary / secondary special,Widow,House / apartment,-14158,-5004,2.0,1,2,0.3640906420411825,0.7641088663235036,
100642,0,Cash loans,M,Y,N,2,69526.36485671971,295521.1402680886,20460.648571647118,274487.89057688514,Working,Secondary / secondary special,Married,House / apartment,-15168,-4613,13.0,4,2,,0.4674770249903598,0.835225065408746
100643,0,Cash loans,M,Y,N,0,162897.23360717477,794925.3694007081,49287.28362485576,709243.0468205189,Working,Secondary / secondary special,Married,House / apartment,-11859,-104,0.0,2,3,,0.5689080355295452,0.18563112575473206
100644,0,Cash loans,M,N,Y,0,71616.82520819569,401857.4173724498,20702.47856642386,373644.8288651507,Working,Secondary / secondary special,Single / not married,House / apartment,-13875,-2991,,1,2,,0.4664099283645673,0.1742936710652935
100645,0,Cash loans,F,N,Y,0,320901.90917704185,845316.7710755116,59805.47238798037,777701.3951269842,Working,Secondary / secondary special,Married,House / apartment,-14900,-4712,,2,2,0.3627569402455845,0.5556397923055721,0.3913768283685003
100646,0,Cash loans,F,N,Y,0,110511.18109893048,476649.53917126835,36298.36888411669,435695.82499566075,Pensioner,Higher education,Married,House / apartment,-23382,365243,,2,3,,0.7668434389208119,0.4507332702680449
100647,0,Cash loans,F,N,Y,1,160971.55069199676,679102.4818375461,46661.34076918873,618092.559611269,Commercial associate,Secondary / secondary special,Married,House / apartment,-11636,-4716,,3,3,0.4811103374767857,0.5951181865165334,0.4485709204562307
100648,0,Cash loans,F,Y,Y,0,54481.34827739554,208875.79388514676,9981.357900233459,202965.33984682837,Pensioner,Higher education,Separated,House / apartment,-21006,365243,0.0,1,2,,0.5719116179589645,
100649,0,Cash loans,M,N,Y,0,63107.751927929065,301549.70145902777,21612.35175385061,289839.9087431767,Working,Secondary / secondary special,Civil marriage,House / apartment,-13959,-6905,,2,2,0.5250455147715122,0.6303653991535325,0.2403620436630944
100650,1,Cash loans,M,Y,Y,0,90517.79722214103,366908.86256764294,29190.552084209034,347309.0267193973,Pensioner,Incomplete higher,Married,House / apartment,-7686,365243,8.0,2,2,,0.7314449284612693,
100651,0,Cash loans,F,Y,Y,0,203874.33209870357,856428.2793390921,57728.58046887438,810826.3308918223,Pensioner,Incomplete higher,Single / not married,House / apartment,-20031,365243,10.0,1,2,0.6558006426166237,0.41781840078968646,
100652,0,Cash loans,F,Y,N,0,185265.50606251616,1039955.3103477767,51743.442646067786,942289.7837352409,Commercial associate,Lower secondary,Married,House / apartment,-13644,-953,5.0,2,2,0.37752492197200904,0.25657696269532293,
100653,0,Cash loans,F,Y,N,0,229279.02269332533,1247527.5322166374,50177.933067953236,1142419.7136913259,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13405,-4008,1.0,1,2,,0.31458376368428825,0.3934221692009441
100654,1,Cash loans,F,N,N,3,62638.45016420147,269930.12849402986,14958.514395657423,235617.13224040694,Working,Secondary / secondary special,Married,House / apartment,-24259,-6988,,5,2,0.47400762539395114,0.7105272293185982,0.41077023448258926
100655,0,Cash loans,F,N,Y,1,171688.09125809296,450653.5336105532,26502.93598873763,422194.02765143156,Pensioner,Secondary / secondary special,Married,With parents,-10036,365243,,3,2,,0.5644865321278119,0.31510137574266395
100656,0,Cash loans,F,Y,Y,0,100715.12500791039,587653.2112329516,44888.58317557285,511863.76687274117,Commercial associate,Higher education,Single / not married,House / apartment,-14230,-6038,0.0,1,2,,0.7590522393056859,0.5803257991053967
100657,0,Cash loans,M,N,Y,0,88960.5090549896,399503.82985177526,25882.730376279134,394429.0471100483,Working,Higher education,Married,House / apartment,-23310,-15720,,2,2,0.3513094884526598,0.48729092003806923,0.3115485941377079
100658,0,Cash loans,F,N,Y,0,101863.21551633306,532734.2779145733,27310.510090485743,486039.618669667,Working,Secondary / secondary special,Civil marriage,House / apartment,-22501,-9021,,2,2,0.7535694696471046,0.6129990424011424,0.7623386216731105
100659,0,Cash loans,F,Y,Y,0,125714.16824281268,279096.4033718724,18886.234460076226,239017.4851101003,Pensioner,Higher education,Married,House / apartment,-20735,365243,8.0,2,2,0.3428255359114521,0.5481449589124238,0.1816247320471106
100660,0,Cash loans,M,Y,Y,3,185446.59239982092,1036146.0262378468,45266.700374591535,880998.211195589,Working,Secondary / secondary special,Civil marriage,House / apartment,-9643,-2076,0.0,5,2,,0.8852321623928843,0.23404010414788592
100661,0,Cash loans,F,N,Y,0,233608.67151166714,1115243.6231258097,54130.847569517544,1061093.4710730596,Working,Secondary / secondary special,Married,House / apartment,-17340,-10529,,2,2,0.31221345247416477,0.5862698699152115,0.24402856573991355
100662,0,Revolving loans,F,N,N,0,172911.6525557453,819895.1066720034,57211.97345939653,772120.0277319283,Pensioner,Secondary / secondary special,Married,House / apartment,-20523,365243,,2,3,0.7875770313490896,0.4224353016545594,0.5655003490986125
100663,0,Cash loans,M,N,N,0,182889.12394286948,446331.6545277221,23159.789625848378,430951.1629973579,Working,Higher education,Married,Municipal apartment,-16770,-6252,,2,3,0.6638678487530422,0.6780870316683906,0.7642487018177444
100664,0,Cash loans,M,N,Y,0,331546.97203159676,1608484.59837768,66343.00791322587,1548010.204167187,Working,Secondary / secondary special,Single / not married,House / apartment,-11719,-3929,,1,2,,0.4851488941447632,
100665,0,Cash loans,F,N,Y,0,188817.56169184085,435516.956683297,26074.714390349338,370390.4105841465,Working,Secondary / secondary special,Married,House / apartment,-20901,-6561,,2,1,,0.12992509783467007,
100666,0,Cash loans,F,N,Y,0,119740.54838344746,266219.62033709505,17656.21803282068,232956.72435839227,Working,Higher education,Separated,House / apartment,-17551,-7039,,1,2,,0.8462661335380246,0.2742464818098356
100667,0,Cash loans,M,N,Y,0,178180.50124499286,588243.6325460346,42095.19169505141,528762.6562802956,State servant,Secondary / secondary special,Single / not married,House / apartment,-12682,-5277,,1,2,0.5762257073678125,0.7028505701948771,0.5277798859377487
100668,0,Cash loans,M,N,N,0,312957.5859252634,654919.6235509937,34213.8369684128,562727.5240114025,Commercial associate,Secondary / secondary special,Married,House / apartment,-22756,-13940,,2,2,,0.5206315502915954,0.6444902940459372
100669,0,Cash loans,F,N,N,2,86233.9876607564,227528.45437895224,12965.25448880838,199479.94339440396,Working,Incomplete higher,Married,House / apartment,-8467,-1112,,4,3,0.7202451245627433,0.656603286069763,0.515159052485004
100670,0,Cash loans,F,N,Y,1,107423.20732644617,526857.8691293659,32803.463635630644,493779.06435108505,Working,Secondary / secondary special,Married,House / apartment,-17659,-10964,,3,2,,0.6140034767055464,0.2308141639195629
100671,1,Cash loans,F,Y,Y,1,275147.8516885679,1469207.501206968,63156.60483180406,1349552.448662566,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17459,-4785,6.0,2,3,,0.5841231449549212,0.26778599753400134
100672,0,Cash loans,F,N,Y,1,115239.00341873262,313229.4855431318,15005.49250636037,306677.82678516384,Working,Secondary / secondary special,Civil marriage,House / apartment,-16311,-2969,,3,3,0.5828951739191112,0.4085672739915103,0.13225553629721237
100673,0,Cash loans,F,N,Y,1,195271.23847513614,1033607.7992022205,56610.869415512636,913279.5792631804,Working,Secondary / secondary special,Civil marriage,House / apartment,-24531,-8149,,3,1,0.5536955630828216,0.47777431719265795,
100674,0,Cash loans,F,N,N,0,253861.37479697814,995674.8724245774,50467.85901889135,926277.3020287538,Working,Secondary / secondary special,Married,House / apartment,-13529,-3512,,2,2,,0.6997870407851644,0.39559887855060066
100675,0,Cash loans,F,Y,N,0,71117.5741613477,414727.72232083784,24316.79036480086,406122.72284841177,Working,Secondary / secondary special,Civil marriage,House / apartment,-14128,-6932,6.0,2,2,,0.4948162978776318,0.4297275494111374
100676,0,Revolving loans,M,N,Y,0,108639.32119900612,277816.3631273982,18344.027463941427,238662.30121316452,Pensioner,Higher education,Married,House / apartment,-16809,365243,,2,2,,0.578563593809318,0.06850307798322652
100677,0,Cash loans,F,N,Y,0,243371.56827732682,538887.7168350378,33188.71287032752,528384.7954527296,State servant,Secondary / secondary special,Separated,House / apartment,-22104,-973,,1,2,,0.8100859054181389,0.44017397591252755
100678,1,Cash loans,M,N,N,0,125089.74272607529,673022.7974349435,47763.30334091787,606795.4346159034,Working,Secondary / secondary special,Married,House / apartment,-16072,-4865,,2,2,0.4222320754909571,0.808445450392004,0.2808787233615755
100679,0,Revolving loans,M,N,Y,0,48567.20335621371,167456.909082377,10893.748911416034,163927.78880738778,State servant,Higher education,Married,Municipal apartment,-20299,-2077,,2,2,,0.6530159895886497,
100680,0,Cash loans,F,N,Y,0,103261.00731089096,395353.43285989616,20430.47423645599,376483.01409845165,Commercial associate,Secondary / secondary special,Widow,House / apartment,-22559,-2018,,1,2,,0.586279369295105,0.4204095497096552
100681,0,Cash loans,M,N,Y,0,198239.51045876855,802310.1935892537,35942.50460202993,762933.013681223,Working,Higher education,Married,Rented apartment,-13966,-6604,,2,2,0.3390898764230132,0.6136431061531887,0.09624688321642183
100682,0,Cash loans,M,N,Y,0,252267.81240170324,1337187.646146303,87702.97650394199,1146225.5940306692,Working,Secondary / secondary special,Married,House / apartment,-23765,-8337,,2,2,,0.4506201068434276,0.44826850237564697
100683,0,Cash loans,F,N,Y,1,136683.4092624434,314918.7831135128,15266.66433771594,312140.8563907312,Working,Secondary / secondary special,Married,House / apartment,-18758,-792,,3,1,,0.7354864040370364,0.46745396814403345
100684,0,Cash loans,F,Y,Y,3,169717.53989906042,713576.8989543328,37638.763627901746,652684.6022330795,Working,Secondary / secondary special,Married,Municipal apartment,-24600,-8309,4.0,5,2,,0.4624767761769238,0.2955292079651123
100685,0,Revolving loans,F,Y,Y,1,110798.65751138557,412422.8464975616,29615.297460842303,357263.5755337163,Working,Higher education,Civil marriage,House / apartment,-7800,-830,7.0,3,2,,0.19737245659011518,0.18678783693655676
100686,0,Cash loans,M,Y,Y,1,209314.2743982701,703530.6510850354,34329.87432897038,678922.6511691022,Pensioner,Secondary / secondary special,Married,House / apartment,-15771,365243,5.0,3,2,0.3661404328806024,0.33573166667118437,0.36479006806596
100687,0,Cash loans,F,N,Y,0,271739.123049315,921881.7365128325,56708.09140005758,903463.9715243181,State servant,Secondary / secondary special,Married,House / apartment,-8049,-206,,2,2,,0.710151110424296,0.3667223286957309
100688,0,Cash loans,F,N,N,0,195653.38917426503,1119404.0652351407,49022.03827684173,1107565.7113838498,Working,Secondary / secondary special,Married,House / apartment,-14348,-3088,,2,2,0.3068288675717266,0.4516998090135248,0.42689054024733886
100689,0,Cash loans,M,N,Y,1,125607.42239146742,385922.5361325176,21866.98049812093,357349.3479507241,Working,Higher education,Widow,House / apartment,-21022,-14332,,2,1,,0.3478041557116977,0.5749434090738018
100690,1,Cash loans,F,N,N,0,165554.46819608507,632165.8728377672,50074.54372261191,575630.2408284397,Working,Higher education,Married,House / apartment,-17339,-8931,,2,2,,0.6894377512718206,0.2795657952446711
100691,0,Cash loans,F,Y,Y,0,214538.38460937477,851976.8476812488,66603.55659919123,798741.5741312313,Working,Higher education,Single / not married,House / apartment,-16938,-4705,6.0,1,2,,0.2818415546144606,
